id,num_vertices,num_faces,volume,surface_area,average_edge_length,genus,max_ver_stress,max_hor_stress,max_dia_stress,max_tor_stress,category,num_tets,mass,download_file,link_name,author,author_id,test_split_0,test_split_1,test_split_2
572,39162,78856,155313.713,64784.52748,1.335514223,134,774.3196,533.6689,626.6242,424.3459,arch,442662,0.694252297,Bracket_v64.STEP,strainerbracket2-1,Hector Ulises Levatti,hector.ulises.levatti-1,FALSE,TRUE,FALSE
575,44514,89048,212067.5901,43784.35012,0.973912004,6,711.7321,369.8295,476.0066,331.6616,flat,595731,0.947942128,design.stp,ge-challenge-2,Gustavo Vieira,gustavo.vieira-14,FALSE,TRUE,FALSE
576,11892,23832,78308.56397,29350.84433,1.674829818,13,1705.738,1089.728,1547.085,786.1161,arch,111484,0.350039281,GEEB ES 5.stp,lines-ge-bracket-1,Eric,eric-124,FALSE,FALSE,FALSE
580,32438,65024,111254.4168,50488.17626,1.240801305,38,1676.969,1371.985,982.0971,776.1127,flat,357790,0.497307243,jet_engine_bracket_challenge_v1.stp,ge-jet-engine-bracket-challenge-v1-1,Ryan Pulkrabek,ryan.pulkrabek-1,FALSE,FALSE,FALSE
586,21655,43358,111292.1652,41223.56112,1.42657644,13,1444.635,1102.825,598.3408,671.9543,butterfly,238587,0.497475978,Bracket AM#2.STEP,bracket-am-2-1,Patrikurn,patrikurn-1,FALSE,FALSE,FALSE
587,35247,70530,117113.4293,50811.15925,1.186912056,10,4792.189,2517.868,2346.452,829.588,other,413708,0.523497029,ILikePlanes.STEP,ge-jet-engine-bracket-49,Chester Lee Coloma,chester.lee.coloma-1,FALSE,FALSE,FALSE
589,28644,57308,104195.98,32102.08159,1.055797837,6,819.1927,718.6181,693.248,483.5576,flat,355359,0.46575603,PART FOR MESH.stp,naild-1,richard kilshaw,richard.kilshaw-1,FALSE,TRUE,FALSE
590,63778,127592,90287.11709,42823.25802,0.830948253,10,2208.774,1485.773,900.3615,725.5113,flat,819895,0.403583413,GE_bracket_fin.stp,ge-jet-engine-bracket-final-optimization-1,Florin Traila,florin.traila-1,FALSE,FALSE,TRUE
592,80124,160244,172883.8703,106876.3984,1.160040277,0,620.1914,436.1768,569.9152,325.8034,block,914929,0.7727909,GE_Challenge.stp,brackrt-challenge-1,Mike raymond,mike.raymond-1,FALSE,TRUE,FALSE
595,46823,94158,120026.0346,69156.29928,1.247854166,129,1011.664,814.4816,679.1258,424.7381,arch,460319,0.536516375,newge_final.SLDPRT,dart-lab-at-state-university-of-new-york-buffalo-1,Sulabh,sulabh-2,FALSE,TRUE,FALSE
596,40528,81076,185316.0632,45969.41465,1.048046668,6,613.5195,651.1423,319.1263,343.4775,flat,582988,0.828362802,generalelectric.STEP,ge-electric-bracket-1,Yashom Bhandarkar,yashom.bhandarkar-2,TRUE,FALSE,FALSE
597,28644,57308,104195.98,32102.08159,1.055797837,6,818.99,766.0639,700.6587,479.832,arch,358166,0.46575603,PART FOR MESH.stp,naild-2,richard kilshaw,richard.kilshaw-1,FALSE,FALSE,FALSE
598,25275,50682,102636.9826,47393.7848,1.389357427,34,1770.178,1110.679,959.0128,1000.182,flat,261808,0.458787312,jet_engine_bracket_challenge_v3.stp,ge-jet-engine-bracket-challenge-v3-2,Ryan Pulkrabek,ryan.pulkrabek-1,FALSE,FALSE,TRUE
600,54040,108240,69252.05165,35874.70082,0.825816644,41,3708.264,3877.584,1657.383,1593.747,beam,590536,0.309556671,GE bracket Try 6.STEP,2013-ge-jet-bracket-1,Amir Milak,amir.milak-1,FALSE,TRUE,FALSE
601,20070,40160,257533.3683,48499.03518,1.638967154,6,559.7143,373.3481,256.1224,421.3087,flat,280020,1.151174156,new1.SLDPRT,jet-engine-bracket-18,Surajmal,surajmal-1,FALSE,FALSE,TRUE
605,22483,44986,118520.2301,30378.82264,1.181724094,6,3261.805,2072.205,1682.095,528.5266,butterfly,280549,0.529785428,Form 2.STEP,form-2-1,Wei Jiang,wei.jiang-1,FALSE,FALSE,FALSE
606,15346,30716,115077.6017,44908.19318,1.83026375,7,1426.917,1040.973,602.0802,512.2781,flat,136748,0.51439688,BRACKET-V2R-6.STEP,bracket-v2r-1,vitor,vitor,TRUE,FALSE,FALSE
610,44103,88530,102235.3617,69113.41657,1.290592361,82,833.7382,654.8217,602.4101,479.1571,block,391072,0.456992067,GE JET BRACKET V_4.1.STEP,ge-jet-bracket-v-4-1-1,Arfi'an,arfi.an-1,FALSE,FALSE,TRUE
611,78941,157902,83919.90737,47818.04662,0.792949681,6,4879.579,5165.624,2372.41,1766.12,beam,940110,0.375121986,Redesigned GE engine bracket XV-04.STEP,ge-jet-engine-bracket-xv-04-1,Tan Wei Kok,tan.wei.kok-1,FALSE,FALSE,FALSE
614,19882,39804,197669.3716,54353.11807,1.758661357,11,352.9765,328.6662,419.6461,510.9911,flat,206583,0.883582091,JET ENGINE.SLDPRT,atc3d-1,loic,loic-8,TRUE,FALSE,FALSE
615,36872,73900,124996.0142,63877.80407,1.334990257,40,2130.139,782.7192,2130.581,821.8832,block,326828,0.558732183,original 19713 060813 thirty eight.IGS,ge-bracket-25,Amartesh Sehgal,amartesh.sehgal-1,FALSE,FALSE,FALSE
616,21113,42246,305617.7023,51418.94988,1.616380325,6,734.2139,494.504,611.7841,683.7119,flat,262703,1.366111129,GE_Engine_Brkt.igs,jet-engine-bracket-19,Harrell Holloway,harrell.holloway-1,FALSE,FALSE,TRUE
623,15686,31404,46968.70846,22369.75413,1.214637614,9,2363.727,2279.318,735.9659,1238.208,beam,192630,0.209950127,GE-V3a-STEP.stp,ge-bracket-competition-1,Renier Janse van Vuuren,renier.janse.van.vuuren-1,FALSE,FALSE,FALSE
624,29214,58448,182383.3588,41160.89545,1.2002814,6,717.8787,431.5513,362.3806,414.5222,flat,374563,0.815253614,RobertMelvin_GEBracket.igs,ge-jet-engine-bracket-competition-entry-with-honeycomb-void-core-1,Robert Melvin,robert.melvin,TRUE,FALSE,FALSE
625,79049,158150,79880.48114,45150.28677,0.774972025,14,5277.97,4951.644,2699.73,1870.083,beam,938196,0.357065751,Redesigned GE engine bracket XV-05.STEP,ge-jet-engine-bracket-xv-05-1,Tan Wei Kok,tan.wei.kok-1,FALSE,FALSE,FALSE
626,18969,37978,168419.1203,44882.78999,1.590329911,11,1302.465,977.38,576.2344,381.4059,flat,208540,0.752833468,GE Challengephase1.iges,gejetp1-1,Fernando Martinez,fernando.martinez-5,FALSE,FALSE,FALSE
628,32423,64902,91316.46863,31678.72619,1.012580132,15,1797.12,1310.37,627.2844,617.8683,arch,454608,0.408184615,Form 4+.STEP,form-4-2,Wei Jiang,wei.jiang-1,FALSE,FALSE,FALSE
630,24320,48660,95345.57745,30949.63446,1.149135665,6,1107.283,1038.069,527.0447,649.7908,beam,283004,0.426194731,bracket_14.igs,ge-engine-bracket-10-1,Mandli Peter,mandli.peter,FALSE,TRUE,FALSE
631,9065,18150,64257.29548,25353.55941,1.775889208,6,1993.522,1329.03,810.1162,1108.935,beam,82414,0.287230111,V8.SLDPRT,engine-mount-1,ashish,ashish--6,FALSE,FALSE,FALSE
633,39735,79630,115174.4091,58271.11972,1.222449967,41,4958.874,2147.667,4185.6,1571.813,block,378748,0.514829609,10813 GE bracket.IGS,ge-bracket-27,Amartesh Sehgal,amartesh.sehgal-1,FALSE,FALSE,FALSE
634,42405,84854,307640.7337,73622.06918,1.346662777,12,636.5765,412.1355,307.6467,313.7518,block,565751,1.37515408,FINAL BRACKET AARON WEISSBART 8.9.2013 1930 pacific time.stp,ge-jet-engine-bracket-challenge-8,Aaron Weissbart,aaron.weissbart,FALSE,FALSE,FALSE
